"Date","Price","Open","High","Low","Vol.","Change %"
"08/16/2021","179.09","180.51","180.59","176.51","8.76M","-1.10%"
"08/13/2021","181.08","186.29","187.58","180.88","32.50M","1.00%"
"08/12/2021","179.29","178.09","179.72","176.45","11.27M","0.67%"
"08/11/2021","178.09","177.36","178.49","176.51","5.36M","0.58%"
"08/10/2021","177.07","176.25","177.40","175.58","5.18M","0.20%"
"08/09/2021","176.72","177.00","177.31","175.06","5.34M","-0.23%"
"08/06/2021","177.13","177.43","178.81","176.63","5.51M","0.24%"
"08/05/2021","176.71","172.49","177.12","172.49","8.86M","2.39%"
"08/04/2021","172.58","172.50","173.25","171.34","5.67M","-0.24%"
"08/03/2021","172.99","176.02","176.13","170.92","9.93M","-1.46%"
"08/02/2021","175.55","177.22","178.82","175.31","5.85M","-0.27%"
"07/30/2021","176.02","177.53","179.20","175.14","6.81M","-1.31%"
"07/29/2021","178.35","179.81","181.42","178.27","6.21M","-0.42%"
"07/28/2021","179.10","179.69","180.35","177.55","5.93M","-0.22%"
"07/27/2021","179.50","178.25","179.56","176.57","6.68M","0.43%"
"07/26/2021","178.74","175.62","178.78","175.34","5.64M","1.48%"
"07/23/2021","176.14","175.66","176.50","174.03","5.13M","0.58%"
"07/22/2021","175.13","176.70","176.72","173.90","5.71M","-0.99%"
"07/21/2021","176.89","176.50","177.90","175.32","6.30M","0.08%"
"07/20/2021","176.75","173.70","177.51","172.87","8.37M","2.20%"
"07/19/2021","172.95","175.71","176.48","172.16","14.65M","-3.55%"
"07/16/2021","179.31","184.94","185.29","178.92","8.35M","-2.63%"
"07/15/2021","184.15","183.45","185.42","183.05","7.87M","0.40%"
"07/14/2021","183.42","185.20","186.29","182.08","8.79M","-0.13%"
"07/13/2021","183.65","184.09","185.67","181.84","12.53M","-0.40%"
"07/12/2021","184.38","177.71","184.99","177.37","21.84M","4.15%"
"07/09/2021","177.04","174.70","177.52","173.93","7.87M","2.45%"
"07/08/2021","172.80","170.18","173.75","169.81","6.96M","-0.01%"
"07/07/2021","172.82","172.86","174.32","171.99","6.76M","-0.50%"
"07/06/2021","173.69","176.76","177.00","172.22","11.56M","-1.93%"
"07/02/2021","177.11","177.86","178.36","174.62","11.10M","-0.08%"
"07/01/2021","177.26","175.35","177.60","174.60","5.89M","0.85%"
"06/30/2021","175.77","173.89","175.98","173.34","7.48M","1.06%"
"06/29/2021","173.93","176.64","177.02","173.80","13.50M","-1.50%"
"06/28/2021","176.57","178.50","178.66","174.99","9.88M","-1.00%"
"06/25/2021","178.35","178.83","179.09","177.49","7.43M","0.24%"
"06/24/2021","177.93","176.13","178.24","175.78","7.55M","1.48%"
"06/23/2021","175.33","173.62","175.45","172.94","9.17M","1.05%"
"06/22/2021","173.50","174.37","174.70","172.35","8.10M","-0.27%"
"06/21/2021","173.97","172.13","174.26","171.31","9.20M","0.90%"
"06/18/2021","172.42","173.14","173.86","172.12","12.36M","-1.28%"
"06/17/2021","174.65","174.59","176.26","173.84","8.91M","-0.01%"
"06/16/2021","174.66","176.01","176.26","173.55","8.34M","-0.68%"
"06/15/2021","175.86","178.18","178.70","175.62","7.89M","-1.30%"
"06/14/2021","178.18","177.65","178.87","176.90","10.17M","0.45%"
"06/11/2021","177.38","177.45","178.49","176.81","5.48M","0.46%"
"06/10/2021","176.57","176.44","177.61","175.55","5.25M","0.30%"
"06/09/2021","176.04","176.31","177.33","175.88","5.08M","-0.16%"
"06/08/2021","176.33","175.97","177.12","175.19","5.36M","-0.37%"
"06/07/2021","176.99","177.97","178.07","176.40","5.18M","-0.11%"
"06/04/2021","177.18","175.93","177.52","175.61","6.34M","0.53%"
"06/03/2021","176.24","176.27","176.97","175.42","5.58M","-0.43%"
"06/02/2021","177.00","179.04","179.10","176.93","7.85M","-1.03%"
"06/01/2021","178.84","180.18","181.01","178.74","7.48M","0.11%"
"05/28/2021","178.65","179.51","180.14","178.08","7.13M","-0.22%"
"05/27/2021","179.04","177.20","179.59","176.79","13.57M","1.46%"
"05/26/2021","176.47","176.62","177.90","176.20","8.09M","0.17%"
"05/25/2021","176.17","175.60","177.45","175.40","8.09M","1.07%"
"05/24/2021","174.31","172.45","175.11","171.75","7.35M","1.11%"
"05/21/2021","172.40","172.22","173.12","171.52","8.11M","0.61%"
"05/20/2021","171.36","169.21","171.90","168.98","7.40M","1.23%"
"05/19/2021","169.27","167.71","169.40","167.10","9.25M","-0.24%"
"05/18/2021","169.68","170.26","171.26","169.45","10.40M","-0.24%"
"05/17/2021","170.08","172.70","172.99","168.57","17.77M","-2.08%"
"05/14/2021","173.70","172.93","174.91","168.78","33.15M","-2.60%"
"05/13/2021","178.34","178.37","180.75","175.80","12.33M","0.28%"
"05/12/2021","177.85","180.70","182.46","177.58","8.99M","-2.10%"
"05/11/2021","181.67","181.80","182.25","178.43","10.87M","-1.43%"
"05/10/2021","184.30","185.70","186.97","184.03","8.26M","-0.29%"
"05/07/2021","184.84","182.00","185.12","181.51","6.89M","1.68%"
"05/06/2021","181.79","182.78","182.99","179.81","6.94M","0.15%"
"05/05/2021","181.51","185.01","185.01","181.36","5.90M","-1.49%"
"05/04/2021","184.25","184.87","185.63","182.31","7.07M","-0.68%"
"05/03/2021","185.51","187.69","189.22","185.25","7.54M","-0.27%"
"04/30/2021","186.02","184.29","186.32","183.54","7.87M","0.37%"
"04/29/2021","185.33","184.80","185.55","182.75","5.96M","1.06%"
"04/28/2021","183.39","184.79","184.79","182.82","5.20M","-0.68%"
"04/27/2021","184.64","184.99","185.81","184.15","4.87M","0.20%"
"04/26/2021","184.27","183.96","185.60","183.26","6.18M","0.68%"
"04/23/2021","183.02","182.35","183.90","181.96","6.08M","0.14%"
"04/22/2021","182.76","184.22","184.88","181.26","7.38M","-0.19%"
"04/21/2021","183.11","181.29","183.38","178.86","8.40M","0.18%"
"04/20/2021","182.79","187.29","188.08","181.82","10.77M","-2.48%"
"04/19/2021","187.43","187.51","190.33","185.65","7.63M","0.09%"
"04/16/2021","187.26","187.57","189.47","186.20","9.45M","0.72%"
"04/15/2021","185.93","188.09","188.90","185.70","7.26M","-0.82%"
"04/14/2021","187.46","185.97","190.40","185.71","9.09M","1.06%"
"04/13/2021","185.49","185.59","186.44","184.60","6.83M","-0.54%"
"04/12/2021","186.49","187.74","187.85","185.48","6.66M","-0.75%"
"04/09/2021","187.89","188.17","188.22","186.15","6.09M","0.30%"
"04/08/2021","187.32","187.20","188.05","185.63","7.76M","-0.13%"
"04/07/2021","187.56","189.80","190.33","186.95","6.24M","-1.14%"
"04/06/2021","189.73","188.50","191.28","187.87","7.93M","0.65%"
"04/05/2021","188.50","191.47","191.67","188.09","7.41M","-0.25%"
"04/01/2021","188.97","186.43","189.10","185.59","7.75M","2.41%"
"03/31/2021","184.52","185.83","186.90","184.42","8.48M","-0.54%"
"03/30/2021","185.53","183.83","186.32","183.56","5.93M","0.37%"
"03/29/2021","184.85","185.24","185.94","183.15","7.54M","-0.58%"
"03/26/2021","185.92","188.83","188.98","182.57","10.20M","-0.53%"
"03/25/2021","186.91","181.85","187.71","181.01","9.61M","1.19%"
"03/24/2021","184.72","190.06","190.50","184.64","13.55M","-2.12%"
"03/23/2021","188.73","191.59","192.34","187.97","10.70M","-2.14%"
"03/22/2021","192.86","193.26","196.33","192.00","8.84M","0.90%"
"03/19/2021","191.14","190.92","194.00","189.76","28.35M","-0.59%"
"03/18/2021","192.28","194.95","195.08","191.74","9.64M","-1.52%"
"03/17/2021","195.24","193.44","196.19","191.78","14.42M","0.51%"
"03/16/2021","194.24","196.10","196.59","192.88","9.68M","-1.28%"
"03/15/2021","196.76","198.54","198.54","194.80","10.32M","-0.20%"
"03/12/2021","197.16","196.53","198.41","195.18","13.25M","0.21%"
"03/11/2021","196.75","197.38","199.05","195.40","11.93M","0.87%"
"03/10/2021","195.06","197.31","198.80","194.68","13.66M","0.28%"
"03/09/2021","194.51","200.18","201.70","194.37","23.33M","-3.67%"
"03/08/2021","201.91","197.31","203.02","193.79","25.09M","6.27%"
"03/05/2021","189.99","189.15","190.57","183.34","10.27M","1.04%"
"03/04/2021","188.03","189.90","192.48","184.12","12.54M","-2.20%"
"03/03/2021","192.26","194.63","196.81","192.21","8.75M","-0.87%"
"03/02/2021","193.94","196.10","197.96","193.49","8.37M","-0.53%"
"03/01/2021","194.98","193.23","196.90","191.39","10.71M","3.14%"
"02/26/2021","189.04","190.07","191.61","185.45","15.84M","-1.02%"
"02/25/2021","190.98","197.73","197.96","190.38","12.71M","-3.31%"
"02/24/2021","197.51","197.58","200.60","195.33","16.21M","0.21%"
"02/23/2021","197.09","193.59","198.94","188.66","23.19M","2.78%"
"02/22/2021","191.76","181.74","194.02","181.53","18.80M","4.42%"
"02/19/2021","183.65","184.27","184.78","182.79","8.83M","0.36%"
"02/18/2021","183.00","184.79","186.40","182.84","12.39M","-1.85%"
"02/17/2021","186.44","185.36","187.63","182.16","11.41M","0.05%"
"02/16/2021","186.35","187.30","188.44","184.86","11.63M","-0.70%"
"02/12/2021","187.67","193.00","193.85","186.56","27.23M","-1.70%"
"02/11/2021","190.91","189.18","191.25","188.07","17.51M","0.67%"
"02/10/2021","189.63","189.98","190.70","185.81","11.46M","0.75%"
"02/09/2021","188.21","188.17","189.25","186.04","11.27M","-0.94%"
"02/08/2021","190.00","183.85","190.64","183.30","16.09M","4.88%"
"02/05/2021","181.16","181.71","182.32","179.33","6.64M","0.52%"
"02/04/2021","180.23","177.59","181.38","176.49","9.04M","2.15%"
"02/03/2021","176.43","177.00","178.43","175.76","5.51M","-0.30%"
"02/02/2021","176.96","173.77","179.76","172.80","12.22M","3.50%"
"02/01/2021","170.97","170.84","171.73","168.03","8.14M","1.66%"
"01/29/2021","168.17","168.80","169.81","165.79","12.85M","-2.16%"
"01/28/2021","171.88","166.17","172.88","165.95","14.45M","5.43%"
"01/27/2021","163.03","165.01","166.34","160.52","18.24M","-3.85%"
"01/26/2021","169.56","173.00","173.35","169.05","7.52M","-1.36%"
"01/25/2021","171.89","171.89","173.11","168.77","7.83M","-0.52%"
"01/22/2021","172.78","174.00","175.25","171.89","9.52M","0.88%"
"01/21/2021","171.28","173.24","175.00","171.02","8.42M","-1.36%"
"01/20/2021","173.64","175.22","177.88","173.00","9.81M","0.80%"
"01/19/2021","172.26","172.10","173.71","171.44","7.83M","0.48%"
"01/15/2021","171.44","172.95","174.19","170.17","12.23M","-1.15%"
"01/14/2021","173.43","177.01","178.35","173.40","8.95M","-1.53%"
"01/13/2021","176.12","174.40","177.73","173.74","6.84M","0.07%"
"01/12/2021","175.99","177.30","178.32","174.86","8.35M","-1.73%"
"01/11/2021","179.09","177.75","181.26","177.35","6.46M","0.22%"
"01/08/2021","178.69","178.81","180.02","176.60","7.89M","0.06%"
"01/07/2021","178.58","179.50","179.95","177.57","7.30M","-0.30%"
"01/06/2021","179.12","178.32","181.61","177.28","7.52M","0.38%"
"01/05/2021","178.44","176.20","180.34","176.20","7.77M","0.43%"
"01/04/2021","177.68","182.26","182.59","174.73","13.43M","-1.93%"
"12/31/2020","181.18","181.22","183.40","180.27","7.07M","0.01%"
"12/30/2020","181.17","178.50","183.40","178.37","11.68M","2.18%"
"12/29/2020","177.30","180.01","180.20","176.22","6.88M","-0.87%"
"12/28/2020","178.86","175.75","179.92","175.05","13.15M","2.95%"
"12/24/2020","173.73","173.99","174.58","172.38","2.72M","0.10%"
"12/23/2020","173.55","172.96","175.95","172.30","9.99M","1.82%"
"12/22/2020","170.45","170.00","171.45","169.16","6.42M","-0.14%"
"12/21/2020","170.69","170.09","171.94","168.19","11.42M","-1.27%"
"12/18/2020","172.89","173.60","175.84","172.28","21.17M","-0.38%"
"12/17/2020","173.55","173.82","174.84","171.96","9.00M","0.25%"
"12/16/2020","173.12","173.99","174.85","171.62","11.11M","-0.47%"
"12/15/2020","173.94","170.49","174.47","167.82","18.82M","2.74%"
"12/14/2020","169.30","173.80","177.30","168.81","30.94M","-3.65%"
"12/11/2020","175.72","169.68","179.45","165.33","87.41M","13.59%"
"12/10/2020","154.69","153.32","155.34","152.50","8.99M","0.17%"
"12/09/2020","154.43","156.29","157.46","153.89","10.80M","0.46%"
"12/08/2020","153.72","152.42","154.88","152.25","7.90M","0.03%"
"12/07/2020","153.68","153.18","153.88","152.26","6.82M","-0.30%"
"12/04/2020","154.14","153.69","154.68","152.81","6.03M","0.59%"
"12/03/2020","153.24","153.45","154.44","152.13","9.06M","-0.24%"
"12/02/2020","153.61","149.49","154.01","148.34","10.60M","2.79%"
"12/01/2020","149.44","149.57","151.40","149.00","8.83M","0.97%"
"11/30/2020","148.01","147.06","148.69","146.29","9.71M","0.60%"
"11/27/2020","147.13","149.00","150.35","146.53","5.31M","-1.31%"
"11/25/2020","149.09","150.27","150.27","147.24","9.55M","-1.58%"
"11/24/2020","151.49","148.16","151.86","147.85","16.71M","3.77%"
"11/23/2020","145.98","142.45","147.75","141.70","12.89M","3.48%"
"11/20/2020","141.07","141.71","142.61","140.86","8.49M","-0.46%"
"11/19/2020","141.72","142.57","143.30","141.70","8.89M","-1.51%"
"11/18/2020","143.90","144.50","145.48","143.35","9.46M","-0.42%"
"11/17/2020","144.50","144.40","144.83","142.56","9.35M","-0.12%"
"11/16/2020","144.67","141.57","144.74","141.57","16.38M","4.56%"
"11/13/2020","138.36","140.90","141.19","136.52","21.07M","2.10%"
"11/12/2020","135.52","136.34","138.49","134.10","13.89M","-1.67%"
"11/11/2020","137.82","141.47","142.00","136.62","9.60M","-3.02%"
"11/10/2020","142.11","139.97","142.37","137.67","18.12M","-0.34%"
"11/09/2020","142.59","140.26","147.68","138.07","35.63M","11.87%"
"11/06/2020","127.46","126.25","128.04","124.61","6.26M","0.39%"
"11/05/2020","126.96","126.78","128.62","125.80","7.65M","1.51%"
"11/04/2020","125.07","123.58","126.86","123.41","7.48M","0.85%"
"11/03/2020","124.02","121.61","125.07","121.37","8.14M","3.24%"
"11/02/2020","120.13","122.24","122.93","119.81","9.19M","-0.92%"
"10/30/2020","121.25","120.64","121.75","119.09","8.10M","-0.24%"
"10/29/2020","121.54","118.16","122.63","117.23","9.58M","2.59%"
"10/28/2020","118.47","121.01","121.53","118.32","11.65M","-3.93%"
"10/27/2020","123.31","124.03","124.61","123.03","6.81M","-0.60%"
"10/26/2020","124.06","127.11","127.11","122.95","8.58M","-3.34%"
"10/23/2020","128.35","128.10","128.50","126.35","5.44M","0.62%"
"10/22/2020","127.56","126.67","128.10","125.97","5.18M","0.73%"
"10/21/2020","126.63","124.36","127.56","123.83","6.59M","1.34%"
"10/20/2020","124.95","124.58","125.73","123.64","6.17M","0.58%"
"10/19/2020","124.23","127.37","127.40","123.71","6.58M","-2.03%"
"10/16/2020","126.81","127.81","128.12","126.33","6.30M","-0.43%"
"10/15/2020","127.36","125.00","127.40","124.43","7.75M","0.61%"
"10/14/2020","126.59","129.14","129.50","125.29","11.54M","-1.84%"
"10/13/2020","128.96","129.80","131.36","127.90","22.39M","3.19%"
"10/12/2020","124.97","124.90","125.94","123.73","10.96M","-0.01%"
"10/09/2020","124.98","123.85","125.55","123.33","11.50M","1.54%"
"10/08/2020","123.09","123.58","123.75","122.42","7.40M","0.15%"
"10/07/2020","122.91","121.95","123.31","120.93","10.19M","1.64%"
"10/06/2020","120.93","123.13","124.19","120.61","9.05M","-1.98%"
"10/05/2020","123.37","123.26","123.60","122.33","5.92M","0.67%"
"10/02/2020","122.55","121.99","123.68","121.69","6.49M","-0.62%"
"10/01/2020","123.31","124.94","125.47","122.42","8.91M","-0.62%"
"09/30/2020","124.08","123.24","125.55","123.24","13.64M","-1.05%"
"09/29/2020","125.40","125.92","126.29","123.68","7.43M","-0.47%"
"09/28/2020","125.99","125.75","126.86","125.37","6.28M","1.60%"
"09/25/2020","124.00","121.36","124.19","120.98","6.85M","1.23%"
"09/24/2020","122.49","121.93","123.80","120.78","8.48M","-0.64%"
"09/23/2020","123.28","127.07","127.30","122.90","8.32M","-3.09%"
"09/22/2020","127.21","125.26","127.47","124.70","6.98M","1.44%"
"09/21/2020","125.41","125.98","126.89","123.59","10.35M","-2.50%"
"09/18/2020","128.63","129.50","130.79","128.12","9.92M","-1.22%"
"09/17/2020","130.22","130.55","131.77","128.60","6.72M","-1.42%"
"09/16/2020","132.09","132.17","133.62","131.40","6.61M","0.65%"
"09/15/2020","131.24","131.46","132.54","131.01","7.29M","-0.01%"
"09/14/2020","131.25","132.53","132.93","130.90","8.39M","-0.38%"
"09/11/2020","131.75","133.74","133.74","131.09","7.17M","-1.10%"
"09/10/2020","133.22","133.58","136.75","132.74","9.85M","-0.10%"
"09/09/2020","133.36","134.28","135.55","132.26","8.89M","-0.63%"
"09/08/2020","134.20","131.99","137.14","130.86","17.26M","1.67%"
"09/04/2020","131.99","133.75","134.88","129.42","11.25M","-0.94%"
"09/03/2020","133.24","135.24","137.24","132.02","12.08M","-1.59%"
"09/02/2020","135.39","133.63","135.92","133.26","8.19M","1.38%"
"09/01/2020","133.55","131.92","133.61","130.89","8.34M","1.27%"
"08/31/2020","131.87","135.25","135.54","131.25","11.62M","-2.71%"
"08/28/2020","135.54","134.50","136.80","133.58","11.02M","1.35%"
"08/27/2020","133.73","133.00","136.36","132.82","13.67M","1.17%"
"08/26/2020","132.18","130.00","132.60","129.52","8.45M","1.84%"
"08/25/2020","129.79","130.83","131.09","129.31","5.49M","-0.69%"
"08/24/2020","130.69","128.15","130.88","127.93","7.61M","2.55%"
"08/21/2020","127.44","127.72","128.31","127.23","6.06M","-0.53%"
"08/20/2020","128.12","126.80","128.45","126.53","4.92M","0.27%"
"08/19/2020","127.77","129.25","130.22","127.43","7.62M","-0.89%"
"08/18/2020","128.92","129.44","129.59","128.36","6.71M","-0.35%"
"08/17/2020","129.37","130.10","130.14","128.54","7.49M","-0.89%"
"08/14/2020","130.53","130.01","131.08","129.74","6.51M","-0.33%"
"08/13/2020","130.96","130.64","132.35","130.45","6.47M","-0.63%"
"08/12/2020","131.79","130.67","133.00","130.49","12.21M","1.00%"
"08/11/2020","130.49","130.53","132.76","130.00","13.89M","1.32%"
"08/10/2020","128.79","129.75","131.32","128.49","8.53M","-0.88%"
"08/07/2020","129.93","130.22","131.94","128.66","16.09M","-0.68%"
"08/06/2020","130.82","126.96","131.63","125.61","27.24M","2.52%"
"08/05/2020","127.61","123.37","130.31","123.28","53.12M","8.80%"
"08/04/2020","117.29","115.96","118.35","115.76","17.29M","0.81%"
"08/03/2020","116.35","116.17","117.12","115.35","10.23M","-0.50%"
"07/31/2020","116.94","115.22","117.05","114.12","9.62M","1.11%"
"07/30/2020","115.66","114.91","116.29","113.37","9.71M","0.04%"
"07/29/2020","115.61","116.22","116.71","115.11","9.50M","-0.49%"
"07/28/2020","116.18","115.46","116.84","114.68","6.82M","-0.11%"
"07/27/2020","116.31","117.20","117.42","115.68","9.41M","-1.11%"
"07/24/2020","117.61","115.70","118.21","115.53","8.23M","-0.43%"
"07/23/2020","118.12","118.86","119.35","117.01","7.26M","-0.76%"
"07/22/2020","119.03","118.19","119.30","117.93","7.06M","0.35%"
"07/21/2020","118.62","118.05","120.39","117.66","8.96M","0.70%"
"07/20/2020","117.79","118.05","118.49","116.82","8.95M","-0.72%"
"07/17/2020","118.65","118.90","119.56","117.06","9.85M","-0.65%"
"07/16/2020","119.43","117.72","119.99","117.60","10.21M","-1.22%"
"07/15/2020","120.90","121.63","122.09","119.70","15.31M","1.89%"
"07/14/2020","118.66","115.23","119.08","114.54","12.43M","2.10%"
"07/13/2020","116.22","119.94","120.13","115.89","15.62M","-2.61%"
"07/10/2020","119.34","116.83","119.44","116.21","14.21M","2.17%"
"07/09/2020","116.81","116.51","117.85","115.38","13.58M","0.13%"
"07/08/2020","116.66","113.48","117.13","112.81","13.63M","2.67%"
"07/07/2020","113.63","113.63","115.08","112.61","10.84M","-0.70%"
"07/06/2020","114.43","113.83","114.53","112.90","11.93M","2.01%"
"07/02/2020","112.18","115.00","115.10","112.00","10.31M","-0.73%"
"07/01/2020","113.01","112.82","115.60","112.29","11.93M","1.35%"
"06/30/2020","111.51","111.50","112.05","109.93","10.57M","-0.01%"
"06/29/2020","111.52","109.00","111.57","108.10","12.58M","2.22%"
"06/26/2020","109.10","110.95","111.20","108.02","15.27M","-2.03%"
"06/25/2020","111.36","108.99","111.51","108.50","17.24M","-0.63%"
"06/24/2020","112.07","115.85","116.00","110.03","22.25M","-3.88%"
"06/23/2020","116.59","116.96","117.45","115.97","10.19M","0.58%"
"06/22/2020","115.92","114.19","116.19","113.11","12.87M","1.37%"
"06/19/2020","114.35","119.98","120.12","114.35","23.50M","-3.40%"
"06/18/2020","118.37","116.88","118.53","115.93","9.58M","0.61%"
"06/17/2020","117.65","118.64","119.23","117.14","8.92M","-0.67%"
"06/16/2020","118.44","121.24","121.50","116.05","12.95M","1.16%"
"06/15/2020","117.08","112.08","118.12","111.71","14.16M","1.38%"
"06/12/2020","115.49","115.17","117.00","112.89","18.36M","2.53%"
"06/11/2020","112.64","117.60","118.00","112.25","26.08M","-7.81%"
"06/10/2020","122.18","124.02","124.10","120.93","11.50M","-1.38%"
"06/09/2020","123.89","125.63","125.79","123.51","10.88M","-2.66%"
"06/08/2020","127.28","125.10","127.44","123.94","13.86M","1.97%"
"06/05/2020","124.82","126.31","127.82","124.28","16.58M","0.91%"
"06/04/2020","123.69","121.95","124.50","121.85","14.20M","1.24%"
"06/03/2020","122.18","119.99","122.45","119.32","12.58M","2.89%"
"06/02/2020","118.75","119.00","119.85","117.83","10.75M","-0.02%"
"06/01/2020","118.77","117.26","119.65","116.93","10.55M","1.25%"
"05/29/2020","117.30","116.19","117.75","114.12","17.85M","0.47%"
"05/28/2020","116.75","121.60","121.98","116.00","18.63M","-3.93%"
"05/27/2020","121.53","123.68","123.78","119.71","19.35M","0.48%"
"05/26/2020","120.95","121.05","122.50","120.43","16.47M","2.48%"
"05/22/2020","118.02","117.50","118.57","116.83","9.29M","0.16%"
"05/21/2020","117.83","119.34","120.30","116.50","17.58M","-1.74%"
"05/20/2020","119.92","116.42","120.87","116.04","25.75M","4.85%"
"05/19/2020","114.37","115.10","116.47","113.42","20.33M","-2.12%"
"05/18/2020","116.85","114.47","119.78","114.47","40.08M","7.15%"
"05/15/2020","109.05","104.98","109.38","104.27","29.77M","2.96%"
"05/14/2020","105.91","101.98","105.92","99.66","22.00M","2.91%"
"05/13/2020","102.92","104.50","104.54","101.60","21.09M","-1.57%"
"05/12/2020","104.56","109.06","109.44","104.49","17.05M","-2.98%"
"05/11/2020","107.77","108.40","108.81","106.41","20.56M","-1.27%"
"05/08/2020","109.16","109.05","109.18","106.63","24.10M","3.40%"
"05/07/2020","105.57","101.85","105.61","101.83","20.87M","4.65%"
"05/06/2020","100.88","101.48","105.27","98.86","51.99M","-0.18%"
"05/05/2020","101.06","101.51","105.18","100.90","30.17M","-2.05%"
"05/04/2020","103.18","102.01","103.83","100.55","19.51M","-2.20%"
"05/01/2020","105.50","106.36","106.91","104.47","13.21M","-2.45%"
"04/30/2020","108.15","109.44","110.31","106.86","18.64M","-3.65%"
"04/29/2020","112.25","109.94","112.70","108.56","20.14M","5.69%"
"04/28/2020","106.21","108.79","110.06","105.98","16.50M","0.14%"
"04/27/2020","106.06","102.00","106.52","101.61","15.52M","4.81%"
"04/24/2020","101.19","101.78","101.92","99.52","13.62M","0.19%"
"04/23/2020","101.00","100.65","102.53","99.46","17.13M","0.01%"
"04/22/2020","100.99","101.80","102.63","100.89","11.49M","0.45%"
"04/21/2020","100.54","100.01","101.51","99.13","16.10M","-1.68%"
"04/20/2020","102.26","103.58","104.86","102.00","17.02M","-4.10%"
"04/17/2020","106.63","106.21","106.79","104.35","17.93M","4.52%"
"04/16/2020","102.02","103.53","103.72","100.89","18.03M","-1.31%"
"04/15/2020","103.37","104.39","104.88","102.70","14.16M","-2.51%"
"04/14/2020","106.03","105.50","107.64","103.90","19.87M","2.44%"
"04/13/2020","103.50","104.71","104.87","99.61","17.31M","-0.96%"
"04/09/2020","104.50","107.92","107.99","103.53","31.49M","3.39%"
"04/08/2020","101.07","100.53","102.35","98.65","22.56M","-0.17%"
"04/07/2020","101.24","104.86","105.89","100.25","22.90M","1.67%"
"04/06/2020","99.58","97.26","100.19","94.52","20.41M","6.07%"
"04/03/2020","93.88","96.31","96.92","92.71","14.81M","-3.19%"
"04/02/2020","96.97","94.20","97.25","94.20","13.94M","2.16%"
"04/01/2020","94.92","93.50","97.40","92.56","18.30M","-1.74%"
"03/31/2020","96.60","100.22","103.16","96.16","21.56M","-3.21%"
"03/30/2020","99.80","96.00","100.46","92.10","23.12M","3.53%"
"03/27/2020","96.40","100.45","101.49","95.54","30.59M","-8.50%"
"03/26/2020","105.36","100.83","107.73","100.80","24.53M","4.60%"
"03/25/2020","100.73","100.66","105.92","95.51","28.53M","2.66%"
"03/24/2020","98.12","92.33","99.17","91.80","32.54M","14.41%"
"03/23/2020","85.76","84.49","87.28","81.09","32.25M","-0.26%"
"03/20/2020","85.98","95.99","96.99","85.84","31.96M","-9.43%"
"03/19/2020","94.93","88.00","97.40","85.11","30.87M","6.90%"
"03/18/2020","88.80","87.59","89.34","79.07","43.59M","-5.06%"
"03/17/2020","93.53","95.80","97.46","91.15","27.53M","-1.56%"
"03/16/2020","95.01","91.80","98.28","90.00","35.38M","-7.33%"
"03/13/2020","102.52","100.78","102.87","92.25","40.96M","11.67%"
"03/12/2020","91.81","97.62","100.00","91.64","40.39M","-12.98%"
"03/11/2020","105.51","108.42","108.90","102.86","24.79M","-5.34%"
"03/10/2020","111.46","108.10","111.58","102.43","24.08M","6.81%"
"03/09/2020","104.35","108.69","110.43","104.28","26.23M","-9.47%"
"03/06/2020","115.27","110.76","115.87","110.32","22.90M","1.13%"
"03/05/2020","113.98","116.86","116.96","112.11","22.40M","-4.36%"
"03/04/2020","119.18","118.96","119.24","115.48","13.84M","2.34%"
"03/03/2020","116.45","121.15","121.78","115.15","19.53M","-2.94%"
"03/02/2020","119.98","119.13","119.98","116.03","21.78M","1.98%"
"02/28/2020","117.65","114.51","118.31","113.21","35.45M","-0.33%"
"02/27/2020","118.04","119.81","122.90","117.92","30.83M","-4.31%"
"02/26/2020","123.36","126.12","128.37","122.13","31.23M","-3.77%"
"02/25/2020","128.19","133.75","133.94","127.98","21.03M","-3.62%"
"02/24/2020","133.01","132.90","134.44","131.21","19.34M","-4.29%"
"02/21/2020","138.97","139.86","139.88","138.58","7.73M","-1.00%"
"02/20/2020","140.37","141.63","141.63","138.85","5.98M","-0.66%"
"02/19/2020","141.30","139.63","141.87","139.23","7.08M","1.55%"
"02/18/2020","139.14","139.02","139.66","138.10","8.22M","-0.29%"
"02/14/2020","139.54","141.10","141.28","139.13","9.11M","-0.97%"
"02/13/2020","140.90","141.17","141.90","140.82","7.54M","-0.67%"
"02/12/2020","141.85","141.34","142.22","140.87","8.17M","0.60%"
"02/11/2020","141.01","142.85","142.99","140.46","10.79M","-1.11%"
"02/10/2020","142.59","141.03","142.59","140.46","8.16M","1.11%"
"02/07/2020","141.02","141.89","141.99","140.12","10.95M","-1.18%"
"02/06/2020","142.70","141.92","143.94","141.22","9.50M","0.94%"
"02/05/2020","141.37","146.60","147.30","138.57","27.82M","-2.32%"
"02/04/2020","144.73","145.49","145.59","143.25","23.52M","2.41%"
"02/03/2020","141.32","139.79","141.82","139.75","12.66M","2.18%"
"01/31/2020","138.31","138.40","138.67","137.06","12.38M","0.36%"
"01/30/2020","137.81","135.09","137.85","134.83","11.85M","1.29%"
"01/29/2020","136.06","138.60","138.68","135.79","9.39M","-1.67%"
"01/28/2020","138.37","136.50","138.93","135.86","10.39M","1.82%"
"01/27/2020","135.90","135.86","137.73","135.00","12.83M","-2.98%"
